"gene_id","keep_primary","total_count_primary","max_cpm_primary","samples_cpm_ge1_primary"
"ENSG00000116350",TRUE,150712,149.145956604135,101
"ENSG00000116353",TRUE,18015,17.8889962228662,101
"ENSG00000060656",TRUE,69496,165.106070598733,101
"ENSG00000162511",TRUE,736758,1086.54101802421,101
"ENSG00000162512",TRUE,208169,285.967626161624,101
"ENSG00000134644",TRUE,130125,132.961031910332,101
"ENSG00000060688",TRUE,40927,44.2065644364878,101
"ENSG00000121766",TRUE,38823,38.8907316933652,101
"ENSG00000121769",TRUE,35017,141.621538122593,101
"ENSG00000168528",TRUE,45744,117.571604868619,101
"ENSG00000142910",TRUE,191778,234.349250168846,101
"ENSG00000162517",TRUE,99188,142.78181447672,101
"ENSG00000084636",TRUE,217228,428.643068916513,101
"ENSG00000121753",TRUE,8466,16.1059483975325,91
"ENSG00000134668",TRUE,30568,80.0596794703534,101
"ENSG00000184007",TRUE,299073,362.987362667425,101
"ENSG00000121774",TRUE,186035,171.613824975106,101
"ENSG00000121775",TRUE,18702,31.9301104104058,101
"ENSG00000025800",TRUE,92645,89.5869572748301,101
"ENSG00000084652",TRUE,120467,132.747710066507,101
"ENSG00000160050",TRUE,4843,14.1576904649913,100
"ENSG00000160051",TRUE,4488,10.2779536533818,101
"ENSG00000222046",TRUE,7358,59.0982335069451,51
"ENSG00000160055",TRUE,21078,40.8095218590158,101
"ENSG00000084623",TRUE,171697,182.165225626865,101
"ENSG00000183615",TRUE,13823,50.7568264542772,101
"ENSG00000182866",TRUE,21715,76.496576720531,101
"ENSG00000116478",TRUE,118981,121.116290916722,101
"ENSG00000175130",TRUE,89594,128.517962963296,101
"ENSG00000225828",TRUE,13445,21.4570991159752,101
"ENSG00000160058",TRUE,118543,115.367906867812,101
"ENSG00000160062",TRUE,17081,27.2568825316125,101
"ENSG00000176261",TRUE,29111,32.420009378795,101
"ENSG00000162521",TRUE,186566,167.461940050463,101
"ENSG00000162520",TRUE,43983,65.0845504474646,101
"ENSG00000162522",TRUE,108917,256.284049884601,101
"ENSG00000134684",TRUE,104388,210.016641574473,101
"ENSG00000116497",TRUE,52061,52.8709096922411,101
"ENSG00000160097",TRUE,3153,6.59383365282518,82
"ENSG00000121900",TRUE,24343,44.6569704560629,101
"ENSG00000116514",TRUE,51298,101.744633624408,101
"ENSG00000004455",TRUE,133236,137.133799663559,101
"ENSG00000142920",TRUE,8761,14.3589058392833,101
"ENSG00000116525",TRUE,12984,14.8964752855512,101
"ENSG00000160094",TRUE,52297,54.1288707725825,101
"ENSG00000134686",TRUE,277092,390.767318206594,101
"ENSG00000121903",TRUE,5842,7.08150935290348,99
"ENSG00000121904",TRUE,4058,22.9649059413024,80
